0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1,hh:mm:ss:ms, Sampling Interval, Block No, G-code, G80, M-code, Start, mode, x, y, z, a, b, c, spindle load, command RPM, command Feedrate, actual RPM, actual Feedrate, act   Load, Ref_upper, Ref_lower, PLCFOV, cmdFOV, cmdSOV, userASCOn, userAFCon, AdaptiveOn, TWon, C1, C2, C3, C4, A1, A1h, A1 chatter, A2, A2H, A2 chatter
202,10:16: 0:732,100,20,1,0,8,0,1,-19.216,-21.751,-10,0,0,0,5,2000,200,1799,200,8.5386,0,0,155,100,100,0,1,0,0,8.5386,8.4542,50.708,50.683,0.0268,0.2395,0,0.033,0.0651,0
203,10:16: 0:831,99,20,1,0,8,0,1,-19.216,-21.751,-10,0,0,0,5,2000,200,1799,200,8.5183,0,0,155,100,100,0,1,0,0,8.5183,8.5526,50.708,50.6846,0.0268,0.2395,0,0.033,0.0651,0
204,10:16: 0:931,100,20,1,0,8,0,1,-19.216,-21.751,-10,0,0,0,5,2000,200,1799,200,8.5261,0,0,155,100,100,0,1,0,0,8.5261,8.6058,50.7096,50.6861,0.0271,0.2448,0,0.0316,0.0757,0
205,10:16: 1: 28,97,20,1,0,8,0,1,-19.803,-20.734,-10,31208.675,0,0.008,5,2000,200,1799,200,8.562,0,0,155,100,100,0,1,0,0,8.562,8.6323,50.7096,50.6861,0.0271,0.2448,0,0.0316,0.0757,0
206,10:16: 1:136,108,20,1,0,8,0,1,-19.803,-20.734,-10,31208.675,0,0.008,5,2000,200,1799,200,8.6995,0,0,155,100,100,0,1,0,0,8.6995,8.5964,50.7096,50.6861,0.028,0.2314,0,0.0321,0.0727,0
207,10:16: 1:236,100,20,1,0,8,0,1,-19.803,-20.734,-10,31208.675,0,0.008,5,2000,200,1799,200,8.6979,0,0,155,100,100,0,1,0,0,8.6979,8.562,50.7096,50.6861,0.0269,0.2275,0,0.0306,0.0683,0
208,10:16: 1:330,94,20,1,0,8,0,1,-19.803,-20.734,-10,31208.675,0,0.008,5,2000,200,1799,200,8.7057,0,0,155,100,100,0,1,0,0,8.7057,8.5433,50.7096,50.6861,0.0269,0.2275,0,0.0306,0.0683,0
209,10:16: 1:432,102,20,1,0,8,0,1,-19.803,-20.734,-10,31208.675,0,0.008,5,2000,200,1799,200,8.6854,0,0,155,100,100,0,1,0,0,8.6854,8.5854,50.7096,50.6861,0.0278,0.2233,0,0.03,0.0675,0
210,10:16: 1:524,92,20,1,0,8,0,1,-20.443,-19.626,-10,0.016,31208.675,-28097.667,5,2000,200,1799,200,8.6479,0,0,155,100,100,0,1,0,0,8.6479,8.6448,50.7096,50.6861,0.0278,0.2233,0,0.03,0.0675,0
211,10:16: 1:620,96,20,1,0,8,0,1,-20.443,-19.626,-10,0.016,31208.675,-28097.667,5,2000,200,1799,200,8.6839,0,0,155,100,100,0,1,0,0,8.6839,8.7417,50.7096,50.6861,0.0277,0.2415,0,0.0308,0.0633,3912.5
212,10:16: 1:720,100,20,1,0,8,0,1,-20.443,-19.626,-10,0.016,31208.675,-28097.667,5,2000,200,1799,200,8.7417,0,0,155,100,100,0,1,0,0,8.7417,8.7932,50.7096,50.6861,0.0287,0.2487,0,0.0306,0.0738,3912.5
213,10:16: 1:819,99,20,1,0,8,0,1,-20.443,-19.626,-10,0.016,31208.675,-28097.667,5,2000,200,1799,200,8.8261,0,0,155,100,100,0,1,0,0,8.8261,8.7292,50.7096,50.6861,0.0287,0.2487,0,0.0306,0.0738,3912.5
214,10:16: 1:917,98,20,1,0,8,0,1,-21.296,-18.148,-10,0,0,0,5,2000,200,1799,200,8.8698,0,0,155,100,100,0,1,0,0,8.8698,8.7057,50.7096,50.6861,0.0278,0.2372,0,0.0305,0.0719,3912.5
215,10:16: 2: 17,100,20,1,0,8,0,1,-21.296,-18.148,-10,0,0,0,5,2000,200,1799,200,8.8401,0,0,155,100,100,0,1,0,0,8.8401,8.7417,50.708,50.6861,0.0278,0.2372,0,0.0305,0.0719,3912.5
216,10:16: 2:117,100,20,1,0,8,0,1,-21.296,-18.148,-10,0,0,0,5,2000,200,1799,200,8.7932,0,0,155,100,100,0,1,0,0,8.7932,8.7729,50.708,50.6861,0.0276,0.225,0,0.0304,0.0686,3912.5
217,10:16: 2:217,100,20,1,0,8,0,1,-21.296,-18.148,-10,0,0,0,5,2000,200,1799,200,8.7964,0,0,155,100,100,0,1,0,0,8.7964,8.8229,50.708,50.6861,0.0293,0.3097,0,0.0312,0.0743,0
218,10:16: 2:317,100,20,1,0,8,0,1,-21.882,-17.132,-10,0,0,0,5,2000,200,1799,200,8.8182,0,0,155,100,100,0,1,0,0,8.8182,8.8964,50.708,50.6861,0.0293,0.3097,0,0.0312,0.0743,0
219,10:16: 2:417,100,20,1,0,8,0,1,-21.882,-17.132,-10,0,0,0,5,2000,200,1799,200,8.8339,0,0,155,100,100,0,1,0,0,8.8339,8.8651,50.708,50.6861,0.0286,0.2402,0,0.0319,0.0745,0
220,10:16: 2:517,100,20,1,0,8,0,1,-21.882,-17.132,-10,0,0,0,5,2000,200,1799,200,8.926,0,0,155,100,100,0,1,0,0,8.926,8.7464,50.708,50.6846,0.0286,0.2402,0,0.0319,0.0745,0
221,10:16: 2:617,100,20,1,0,8,0,1,-21.882,-17.132,-10,0,0,0,5,2000,200,1799,200,8.8995,0,0,155,100,100,0,1,0,0,8.8995,8.7042,50.7096,50.6846,0.0281,0.2685,0,0.0301,0.07,0
222,10:16: 2:717,100,20,1,0,8,0,1,-22.469,-16.116,-10,0,0,0,5,2000,200,1799,200,8.8276,0,0,155,100,100,0,1,0,0,8.8276,8.6948,50.7096,50.6861,0.0275,0.2998,0,0.0291,0.0766,0
223,10:16: 2:817,100,20,1,0,8,0,1,-22.469,-16.116,-10,0,0,0,5,2000,200,1799,200,8.8245,0,0,155,100,100,0,1,0,0,8.8245,8.7464,50.7111,50.6846,0.0275,0.2998,0,0.0291,0.0766,0
224,10:16: 2:917,100,20,1,0,8,0,1,-22.469,-16.116,-10,0,0,0,5,2000,200,1799,200,8.7917,0,0,155,100,100,0,1,0,0,8.7917,8.8011,50.7127,50.6846,0.0283,0.268,0,0.0298,0.0648,0
225,10:16: 3: 14,97,20,1,0,8,0,1,-23.056,-15.099,-10,0.016,-26398.759,-28097.667,5,2000,200,1799,200,8.8136,0,0,155,100,100,0,1,0,0,8.8136,8.8401,50.7142,50.6846,0.0283,0.268,0,0.0298,0.0648,0
226,10:16: 3:116,102,20,1,0,8,0,1,-23.056,-15.099,-10,0.016,-26398.759,-28097.667,5,2000,200,1799,200,8.8682,0,0,155,100,100,0,1,0,0,8.8682,8.8276,50.7142,50.6846,0.0285,0.2573,0,0.03,0.0701,0
227,10:16: 3:212,96,20,1,0,8,0,1,-23.056,-15.099,-10,0.016,-26398.759,-28097.667,5,2000,200,1799,200,8.8745,0,0,155,100,100,0,1,0,0,8.8745,8.7323,50.7174,50.6846,0.0285,0.2573,0,0.03,0.0701,0
228,10:16: 3:303,91,20,1,0,8,0,1,-23.056,-15.099,-10,0.016,-26398.759,-28097.667,5,2000,200,1799,200,8.8526,0,0,155,100,100,0,1,0,0,8.8526,8.6823,50.7174,50.6846,0.0291,0.2075,0,0.0301,0.075,0
229,10:16: 3:401,98,20,1,0,8,0,1,-23.589,-14.176,-10,-26396.057,31208.675,0,5,2000,200,1799,200,8.7682,0,0,155,100,100,0,1,0,0,8.7682,8.7104,50.7189,50.6846,0.0276,0.2758,0,0.0293,0.0731,0
230,10:16: 3:501,100,20,1,0,8,0,1,-23.589,-14.176,-10,-26396.057,31208.675,0,5,2000,200,1799,200,8.7198,0,0,155,100,100,0,1,0,0,8.7198,8.7401,50.7189,50.6846,0.0276,0.2758,0,0.0293,0.0731,0
231,10:16: 3:589,88,20,1,0,8,0,1,-23.589,-14.176,-10,-26396.057,31208.675,0,5,2000,200,1799,200,8.6682,0,0,155,100,100,0,1,0,0,8.6682,8.6932,50.7205,50.6846,0.0273,0.3454,0,0.0297,0.0675,0
232,10:16: 3:683,94,20,1,0,8,0,1,-24.229,-13.067,-10,0.016,31208.675,-28097.667,5,2000,200,1799,200,8.6479,0,0,155,100,100,0,1,0,0,8.6479,8.6339,50.7189,50.6846,0.0273,0.3454,0,0.0297,0.0675,0
233,10:16: 3:779,96,20,1,0,8,0,1,-24.229,-13.067,-10,0.016,31208.675,-28097.667,5,2000,200,1799,200,8.6386,0,0,155,100,100,0,1,0,0,8.6386,8.5698,50.7205,50.6846,0.0266,0.282,0,0.0284,0.0729,0
234,10:16: 3:885,106,20,1,0,8,0,1,-24.229,-13.067,-10,0.016,31208.675,-28097.667,5,2000,200,1799,200,8.5854,0,0,155,100,100,0,1,0,0,8.5854,8.4276,50.7189,50.6846,0.0266,0.282,0,0.0284,0.0729,0
235,10:16: 3:985,100,20,1,0,8,0,1,-24.229,-13.067,-10,0.016,31208.675,-28097.667,5,2000,200,1799,200,8.5354,0,0,155,100,100,0,1,0,0,8.5354,8.398,50.7189,50.6846,0.0285,0.3234,0,0.0299,0.0733,0
236,10:16: 4: 85,100,20,1,0,8,0,1,-24.816,-12.051,-10,0,0,0,5,2000,200,1799,200,8.4183,0,0,155,100,100,0,1,0,0,8.4183,8.3917,50.7189,50.6846,0.0273,0.3358,0,0.031,0.079,0
237,10:16: 4:185,100,20,1,0,8,0,1,-24.816,-12.051,-10,0,0,0,5,2000,200,1799,200,8.4042,0,0,155,100,100,0,1,0,0,8.4042,8.3839,50.7174,50.6846,0.0273,0.3358,0,0.031,0.079,0
238,10:16: 4:285,100,20,1,0,8,0,1,-24.816,-12.051,-10,0,0,0,5,2000,200,1799,200,8.3667,0,0,155,100,100,0,1,0,0,8.3667,8.3573,50.7174,50.6861,0.026,0.304,0,0.0292,0.0811,0
239,10:16: 4:385,100,20,1,0,8,0,1,-25.349,-11.127,-10,0.008,19129.227,0,5,2000,200,1799,200,8.3495,0,0,155,100,100,0,1,0,0,8.3495,8.3042,50.7174,50.6861,0.026,0.304,0,0.0292,0.0811,0
240,10:16: 4:481,96,20,1,0,8,0,1,-25.349,-11.127,-10,0.008,19129.227,0,5,2000,200,1799,200,8.3245,0,0,155,100,100,0,1,0,0,8.3245,8.1792,50.7158,50.6861,0.0263,0.2989,0,0.0307,0.0711,0
241,10:16: 4:579,98,20,1,0,8,0,1,-25.349,-11.127,-10,0.008,19129.227,0,5,2000,200,1799,200,8.2589,0,0,155,100,100,0,1,0,0,8.2589,8.162,50.7158,50.6861,0.0261,0.3909,0,0.0289,0.0676,0
242,10:16: 4:679,100,20,1,0,8,0,1,-25.349,-11.127,-10,0.008,19129.227,0,5,2000,200,1799,200,8.1402,0,0,155,100,100,0,1,0,0,8.1402,8.1073,50.7158,50.6877,0.0261,0.3909,0,0.0289,0.0676,0
243,10:16: 4:779,100,20,1,0,8,0,1,-25.936,-10.111,-10,0,0,0,4,2000,200,1799,200,8.1042,0,0,155,100,100,0,1,0,0,8.1042,8.0964,50.7158,50.6877,0.0264,0.4425,0,0.0291,0.0751,0
244,10:16: 4:888,109,20,1,0,8,0,1,-25.936,-10.111,-10,0,0,0,4,2000,200,1799,200,8.0652,0,0,155,100,100,0,1,0,0,8.0652,8.0792,50.7142,50.6877,0.0264,0.4425,0,0.0291,0.0751,0
245,10:16: 4:988,100,20,1,0,8,0,1,-25.936,-10.111,-10,0,0,0,4,2000,200,1799,200,8.0495,0,0,155,100,100,0,1,0,0,8.0495,7.937,50.7158,50.6877,0.0259,0.4685,0,0.0294,0.0798,0
246,10:16: 5: 88,100,20,1,0,8,0,1,-26.522,-9.095,-10,-26398.764,31208.674,-28097.459,4,2000,200,1799,200,8.0073,0,0,155,100,100,0,1,0,0,8.0073,7.8417,50.7158,50.6877,0.0256,0.4736,0,0.0273,0.0792,0
247,10:16: 5:187,99,20,1,0,8,0,1,-26.522,-9.095,-10,-26398.764,31208.674,-28097.459,4,2000,200,1799,200,7.862,0,0,155,100,100,0,1,0,0,7.862,7.7308,50.7158,50.6861,0.0256,0.4736,0,0.0273,0.0792,0
248,10:16: 5:283,96,20,1,0,8,0,1,-26.522,-9.095,-10,-26398.764,31208.674,-28097.459,4,2000,200,1799,200,7.8011,0,0,155,100,100,0,1,0,0,7.8011,7.7074,50.7158,50.6861,0.0242,0.5058,0,0.0285,0.0724,0
249,10:16: 5:380,97,20,1,0,8,0,1,-27.002,-8.264,-10,0.016,31208.675,-28097.667,4,2000,200,1799,200,7.7402,0,0,155,100,100,0,1,0,0,7.7402,7.7339,50.7158,50.6861,0.0242,0.5058,0,0.0285,0.0724,0
250,10:16: 5:480,100,20,1,0,8,0,1,-27.002,-8.264,-10,0.016,31208.675,-28097.667,4,2000,200,1799,200,7.6917,0,0,155,100,100,0,1,0,0,7.6917,7.6902,50.7158,50.6846,0.0257,0.5558,0,0.0263,0.075,0
251,10:16: 5:578,98,20,1,0,8,0,1,-27.002,-8.264,-10,0.016,31208.675,-28097.667,4,2000,200,1799,200,7.698,0,0,155,100,100,0,1,0,0,7.698,7.6105,50.7158,50.6846,0.0257,0.5558,0,0.0263,0.075,0
252,10:16: 5:683,105,20,1,0,8,0,1,-27.002,-8.264,-10,0.016,31208.675,-28097.667,4,2000,200,1799,200,7.6355,0,0,155,100,100,0,1,0,0,7.6355,7.4699,50.7158,50.6846,0.0254,0.5829,0,0.0289,0.0662,0
253,10:16: 5:783,100,20,1,0,8,0,1,-27.642,-7.155,-10,0,0,0,4,2000,200,1799,200,7.5824,0,0,155,100,100,0,1,0,0,7.5824,7.4027,50.7158,50.6846,0.0265,0.6647,0,0.0286,0.0646,0
254,10:16: 5:880,97,20,1,0,8,0,1,-27.642,-7.155,-10,0,0,0,4,2000,200,1799,200,7.5089,0,0,155,100,100,0,1,0,0,7.5089,7.3824,50.7158,50.6846,0.0265,0.6647,0,0.0286,0.0646,0
255,10:16: 5:980,100,20,1,0,8,0,1,-27.642,-7.155,-10,0,0,0,4,2000,200,1799,200,7.3136,0,0,155,100,100,0,1,0,0,7.3136,7.3886,50.7158,50.6861,0.0264,0.6685,0,0.0303,0.065,0
256,10:16: 6: 79,99,20,1,0,8,0,1,-27.642,-7.155,-10,0,0,0,4,2000,200,1799,200,7.2871,0,0,155,100,100,0,1,0,0,7.2871,7.3964,50.7158,50.6877,0.0264,0.6685,0,0.0303,0.065,0
257,10:16: 6:187,108,20,1,0,8,0,1,-28.282,-6.047,-10,-26396.057,31208.675,0.018,3,2000,200,1799,200,7.2605,0,0,155,100,100,0,1,0,0,7.2605,7.3371,50.7158,50.6892,0.0258,0.7257,0,0.0276,0.0738,0
258,10:16: 6:283,96,20,1,0,8,0,1,-28.282,-6.047,-10,-26396.057,31208.675,0.018,3,2000,200,1799,200,7.2715,0,0,155,100,100,0,1,0,0,7.2715,7.2418,50.7158,50.6924,0.0274,0.7444,0,0.0278,0.0622,0
259,10:16: 6:368,85,20,1,0,8,0,1,-28.282,-6.047,-10,-26396.057,31208.675,0.018,3,2000,200,1799,200,7.2761,0,0,155,100,100,0,1,0,0,7.2761,7.1308,50.7158,50.6939,0.0274,0.7444,0,0.0278,0.0622,0
260,10:16: 6:466,98,20,1,0,8,0,1,-28.282,-6.047,-10,-26396.057,31208.675,0.018,3,2000,200,1799,200,7.1636,0,0,155,100,100,0,1,0,0,7.1636,6.9324,50.7158,50.6939,0.0273,0.7606,0,0.0276,0.0613,0
261,10:16: 6:569,103,20,1,0,8,0,1,-29.029,-4.753,-10,0,0,0,3,2000,200,1799,200,7.1012,0,0,155,100,100,0,1,0,0,7.1012,6.8652,50.7158,50.6955,0.0273,0.7606,0,0.0276,0.0613,0
262,10:16: 6:669,100,20,1,0,8,0,1,-29.029,-4.753,-10,0,0,0,3,2000,200,1799,200,6.9168,0,0,155,100,100,0,1,0,0,6.9168,6.8246,50.7158,50.6971,0.0267,0.8155,0,0.0261,0.0543,0
263,10:16: 6:768,99,20,1,0,8,0,1,-29.029,-4.753,-10,0,0,0,3,2000,200,1799,200,6.8355,0,0,155,100,100,0,1,0,0,6.8355,6.8293,50.7158,50.6986,0.0272,0.8148,0,0.0261,0.0507,0
264,10:16: 6:868,100,20,1,0,8,0,1,-29.029,-4.753,-10,0,0,0,3,2000,200,1799,200,6.7871,0,0,155,100,100,0,1,0,0,6.7871,6.8277,50.7158,50.6986,0.0272,0.8148,0,0.0261,0.0507,0
265,10:16: 6:968,100,20,1,0,8,0,1,-29.029,-4.753,-10,0,0,0,3,2000,200,1799,200,6.7309,0,0,155,100,100,0,1,0,0,6.7309,6.809,50.7158,50.6986,0.0266,0.8251,0,0.0249,0.0436,0
266,10:16: 7: 68,100,20,1,0,8,0,1,-29.829,-3.368,-10,0,31208.675,0,3,2000,200,1799,200,6.7496,0,0,155,100,100,0,1,0,0,6.7496,6.7652,50.7158,50.6986,0.0266,0.8251,0,0.0249,0.0436,0
267,10:16: 7:167,99,20,1,0,8,0,1,-29.829,-3.368,-10,0,31208.675,0,2,2000,200,1799,200,6.7652,0,0,155,100,100,0,1,0,0,6.7652,6.6371,50.7158,50.6986,0.0266,0.8014,0,0.0238,0.0367,0
268,10:16: 7:267,100,20,1,0,8,0,1,-29.829,-3.368,-10,0,31208.675,0,2,2000,200,1799,200,6.7699,0,0,155,100,100,0,1,0,0,6.7699,6.5481,50.7158,50.6986,0.0277,0.7885,0,0.0235,0.0353,0
269,10:16: 7:367,100,20,1,0,8,0,1,-29.829,-3.368,-10,0,31208.675,0,2,2000,200,1799,200,6.759,0,0,155,100,100,0,1,0,0,6.7027,6.4106,50.7158,50.6971,0.0277,0.7885,0,0.0235,0.0353,0
270,10:16: 7:467,100,20,1,0,8,0,1,-30.509,-2.16,-10,0.008,19129.227,19129.231,2,2000,200,1799,200,6.659,0,0,155,100,100,0,1,0,0,6.659,6.3528,50.7158,50.6971,0.0258,0.7618,0,0.0226,0.0296,0
271,10:16: 7:569,102,20,1,0,8,0,1,-30.509,-2.16,-10,0.008,19129.227,19129.231,2,2000,200,1799,200,6.6371,0,0,155,100,100,0,1,0,0,6.6371,6.2996,50.7158,50.6971,0.0258,0.7618,0,0.0226,0.0296,0
272,10:16: 7:662,93,20,2,0,8,0,1,-30.509,-2.16,-10,0.008,19129.227,19129.231,2,2000,200,1799,200,6.5215,0,0,155,100,100,0,1,0,0,6.5215,6.3528,50.7158,50.6955,0.028,0.7618,0,0.0224,0.0258,0
273,10:16: 7:762,100,20,2,0,8,0,1,-30.509,-2.16,-10,0.008,19129.227,19129.231,2,2000,200,1799,200,6.5074,0,0,155,100,100,0,1,0,0,6.5074,6.3934,50.7158,50.6955,0.028,0.7618,0,0.0224,0.0258,0
274,10:16: 7:871,109,20,2,0,8,0,1,-30.909,-0.947,-10,-26396.057,31208.675,0.018,2,2000,200,1799,200,6.5043,0,0,155,100,100,0,1,0,0,6.5043,6.5793,50.7158,50.6955,0.0279,0.7776,0,0.0222,0.0318,0
275,10:16: 7:971,100,20,2,0,8,0,1,-30.909,-0.947,-10,-26396.057,31208.675,0.018,2,2000,200,1799,200,6.5496,0,0,155,100,100,0,1,0,0,6.5496,6.6559,50.7142,50.6955,0.0279,0.791,0,0.0216,0.0333,0
276,10:16: 8: 70,99,20,2,0,8,0,1,-30.909,-0.947,-10,-26396.057,31208.675,0.018,2,2000,200,1799,200,6.7121,0,0,155,100,100,0,1,0,0,6.7121,6.7996,50.7142,50.6955,0.0279,0.791,0,0.0216,0.0333,0
277,10:16: 8:167,97,20,2,0,8,0,1,-30.909,-0.947,-10,-26396.057,31208.675,0.018,2,2000,200,1799,200,6.8465,0,0,155,100,100,0,1,0,0,6.8465,6.8137,50.7142,50.6955,0.0275,0.8056,0,0.0227,0.0402,0
278,10:16: 8:263,96,20,2,0,8,0,1,-30.995,0.22,-10,0,0,0,2,2000,200,1799,200,7.0933,0,0,155,100,100,0,1,0,0,7.0933,6.8512,50.7142,50.6955,0.0275,0.8056,0,0.0227,0.0402,0
279,10:16: 8:358,95,20,2,0,8,0,1,-30.995,0.22,-10,0,0,0,2,2000,200,1799,200,7.1777,0,0,155,100,100,0,1,0,0,7.1777,6.909,50.7142,50.6955,0.0282,0.7607,0,0.0223,0.0453,0
280,10:16: 8:458,100,20,2,0,8,0,1,-30.995,0.22,-10,0,0,0,2,2000,200,1799,200,7.2933,0,0,155,100,100,0,1,0,0,7.2933,7.0215,50.7158,50.6955,0.0287,0.7754,0,0.0232,0.0481,0
281,10:16: 8:558,100,20,2,0,8,0,1,-30.995,0.22,-10,0,0,0,2,2000,200,1799,200,7.3402,0,0,155,100,100,0,1,0,0,7.3402,7.1605,50.7158,50.6955,0.0287,0.7754,0,0.0232,0.0481,0
282,10:16: 8:658,100,20,2,0,8,0,1,-30.807,1.375,-10,31208.675,0,0.008,3,2000,200,1799,200,7.3699,0,0,155,100,100,0,1,0,0,7.3699,7.309,50.7158,50.6971,0.0332,0.7356,0,0.0243,0.0501,0
283,10:16: 8:758,100,20,2,0,8,0,1,-30.807,1.375,-10,31208.675,0,0.008,3,2000,200,1799,200,7.5136,0,0,155,100,100,0,1,0,0,7.5136,7.5621,50.7174,50.6955,0.0332,0.7356,0,0.0243,0.0501,0
284,10:16: 8:848,90,20,2,0,8,0,1,-30.807,1.375,-10,31208.675,0,0.008,3,2000,200,1799,200,7.6402,0,0,155,100,100,0,1,0,0,7.6402,7.6777,50.7158,50.6955,0.03,0.7163,0,0.024,0.054,0
285,10:16: 8:943,95,20,2,0,8,0,1,-30.807,1.375,-10,31208.675,0,0.008,3,2000,200,1799,200,7.9199,0,0,155,100,100,0,1,0,0,7.9199,7.8855,50.7158,50.6955,0.0319,0.7082,0,0.0248,0.0552,0
286,10:16: 9: 50,107,20,2,0,8,0,1,-30.249,2.64,-10,0,0,0,4,2000,200,1799,200,8.0745,0,0,155,100,100,0,1,0,0,8.0745,7.9495,50.7142,50.6955,0.0319,0.7082,0,0.0248,0.0552,0
287,10:16: 9:147,97,20,1,0,8,0,1,-30.249,2.64,-10,0,0,0,4,2000,200,1799,200,8.2464,0,0,155,100,100,0,1,0,0,8.2464,8.0855,50.7142,50.6955,0.0324,0.6513,0,0.0255,0.0466,0
288,10:16: 9:253,106,20,1,0,8,0,1,-29.769,3.472,-10,-26396.057,31208.675,0.018,4,2000,200,1799,200,8.2761,0,0,155,100,100,0,1,0,0,8.2761,8.1198,50.7142,50.6955,0.0324,0.6513,0,0.0255,0.0466,0
289,10:16: 9:351,98,20,1,0,8,0,1,-29.769,3.472,-10,-26396.057,31208.675,0.018,4,2000,200,1799,200,8.2823,0,0,155,100,100,0,1,0,0,8.2823,8.162,50.7127,50.6955,0.032,0.6211,0,0.0254,0.0443,0
290,10:16: 9:459,108,20,1,0,8,0,1,-29.769,3.472,-10,-26396.057,31208.675,0.018,4,2000,200,1799,200,8.2667,0,0,155,100,100,0,1,0,0,8.2667,8.2214,50.7096,50.6955,0.0343,0.5853,0,0.0263,0.0466,0
291,10:16: 9:567,108,20,1,0,8,0,1,-29.769,3.472,-10,-26396.057,31208.675,0.018,4,2000,200,1799,200,8.2933,0,0,155,100,100,0,1,0,0,8.2933,8.3089,50.708,50.6955,0.0343,0.5853,0,0.0263,0.0466,0
292,10:16: 9:667,100,20,1,0,8,0,1,-29.236,4.396,-10,19129.231,-26398.759,31269.026,5,2000,200,1799,200,8.3433,0,0,155,100,100,0,1,0,0,8.3433,8.3495,50.708,50.6955,0.0327,0.6218,0,0.0262,0.0496,0
293,10:16: 9:767,100,20,1,0,8,0,1,-29.236,4.396,-10,19129.231,-26398.759,31269.026,5,2000,200,1799,200,8.4354,0,0,155,100,100,0,1,0,0,8.4354,8.3589,50.7064,50.6939,0.0327,0.6218,0,0.0262,0.0496,0
294,10:16: 9:870,103,20,1,0,8,0,1,-29.236,4.396,-10,19129.231,-26398.759,31269.026,5,2000,200,1799,200,8.5245,0,0,155,100,100,0,1,0,0,8.5245,8.3683,50.7064,50.6955,0.0333,0.6257,0,0.0274,0.0428,0
295,10:16: 9:970,100,20,1,0,8,0,1,-28.596,5.504,-10,0.016,31208.675,-28097.667,5,2000,200,1799,200,8.5542,0,0,155,100,100,0,1,0,0,8.5542,8.4198,50.7049,50.6955,0.0335,0.568,0,0.027,0.048,0
296,10:16:10: 70,100,20,1,0,8,0,1,-28.596,5.504,-10,0.016,31208.675,-28097.667,5,2000,200,1799,200,8.5558,0,0,155,100,100,0,1,0,0,8.5558,8.4542,50.7049,50.6939,0.0335,0.568,0,0.027,0.048,0
297,10:16:10:166,96,20,1,0,8,0,1,-28.596,5.504,-10,0.016,31208.675,-28097.667,5,2000,200,1799,200,8.5511,0,0,155,100,100,0,1,0,0,8.5511,8.4792,50.7049,50.6955,0.0336,0.6271,0,0.028,0.0435,0
298,10:16:10:264,98,20,1,0,8,0,1,-28.062,6.428,-10,31208.675,0,0.008,5,2000,200,1799,200,8.5526,0,0,155,100,100,0,1,0,0,8.5526,8.5636,50.7049,50.6939,0.0336,0.6271,0,0.028,0.0435,0
299,10:16:10:364,100,20,1,0,8,0,1,-28.062,6.428,-10,31208.675,0,0.008,5,2000,200,1799,200,8.5776,0,0,155,100,100,0,1,0,0,8.5776,8.5745,50.7049,50.6939,0.0329,0.5761,0,0.0273,0.0473,0
300,10:16:10:464,100,20,1,0,8,0,1,-28.062,6.428,-10,31208.675,0,0.008,5,2000,200,1799,200,8.6214,0,0,155,100,100,0,1,0,0,8.6214,8.5636,50.7049,50.6939,0.0314,0.5564,0,0.027,0.0431,0
301,10:16:10:569,105,20,1,0,8,0,1,-28.062,6.428,-10,31208.675,0,0.008,5,2000,200,1799,200,8.7026,0,0,155,100,100,0,1,0,0,8.7026,8.5511,50.7064,50.6939,0.0314,0.5564,0,0.027,0.0431,0
302,10:16:10:669,100,20,1,0,8,0,1,-27.476,7.444,-10,0.008,19129.227,19129.231,5,2000,200,1799,200,8.7401,0,0,155,100,100,0,1,0,0,8.7401,8.5745,50.7064,50.6924,0.0332,0.5619,0,0.0272,0.0381,0
303,10:16:10:768,99,20,1,0,8,0,1,-27.476,7.444,-10,0.008,19129.227,19129.231,5,2000,200,1799,200,8.7323,0,0,155,100,100,0,1,0,0,8.7323,8.5964,50.708,50.6924,0.0332,0.5619,0,0.0272,0.0381,0
304,10:16:10:868,100,20,1,0,8,0,1,-27.476,7.444,-10,0.008,19129.227,19129.231,5,2000,200,1799,200,8.6979,0,0,155,100,100,0,1,0,0,8.6979,8.6323,50.708,50.6924,0.0316,0.5933,0,0.0256,0.0454,0
305,10:16:10:968,100,20,1,0,8,0,1,-27.476,7.444,-10,0.008,19129.227,19129.231,5,2000,200,1799,200,8.712,0,0,155,100,100,0,1,0,0,8.712,8.7495,50.708,50.6924,0.0319,0.5475,0,0.0269,0.0465,0
306,10:16:11: 68,100,20,1,0,8,0,1,-26.889,8.46,-10,0.008,31208.675,0.002,5,2000,200,1799,200,8.7557,0,0,155,100,100,0,1,0,0,8.7557,8.7776,50.7096,50.6924,0.0319,0.5475,0,0.0269,0.0465,0
307,10:16:11:167,99,20,1,0,8,0,1,-26.889,8.46,-10,0.008,31208.675,0.002,5,2000,200,1799,200,8.8354,0,0,155,100,100,0,1,0,0,8.8354,8.7792,50.7096,50.6924,0.0321,0.5674,0,0.0248,0.0454,0
308,10:16:11:264,97,20,1,0,8,0,1,-26.409,9.291,-10,0,0,0,5,2000,200,1799,200,8.8823,0,0,155,100,100,0,1,0,0,8.8823,8.7573,50.7096,50.6924,0.0321,0.5674,0,0.0248,0.0454,0
309,10:16:11:360,96,20,1,0,8,0,1,-26.409,9.291,-10,0,0,0,5,2000,200,1799,200,8.8979,0,0,155,100,100,0,1,0,0,8.8979,8.7557,50.7096,50.6908,0.034,0.5906,0,0.0265,0.0513,0
