0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1,hh:mm:ss:ms, Sampling Interval, Block No, G-code, G80, M-code, Start, mode, x, y, z, a, b, c, spindle load, command RPM, command Feedrate, actual RPM, actual Feedrate, act   Load, Ref_upper, Ref_lower, PLCFOV, cmdFOV, cmdSOV, userASCOn, userAFCon, AdaptiveOn, TWon, C1, C2, C3, C4, A1, A1h, A1 chatter, A2, A2H, A2 chatter
92,10:15:49:874,91,20,1,0,8,0,1,3,-36.517,-8.927,0,31208.675,0.002,0,2000,50,1799,50,6.1153,0,0,155,100,100,0,1,0,0,6.1153,6.0059,50.7127,50.6861,0.0153,0.0016,0,0.019,0.0004,3912.5
93,10:15:49:972,98,20,1,0,8,0,1,3,-36.517,-8.927,0,31208.675,0.002,0,2000,50,1799,50,6.1231,0,0,155,100,100,0,1,0,0,6.1231,6.0028,50.7142,50.6861,0.0156,0.0012,0,0.0197,0.0013,47231.25
94,10:15:50: 74,102,20,1,0,8,0,1,3,-36.517,-9.273,0.016,31208.675,-28097.667,0,2000,50,1799,50,6.1325,0,0,155,100,100,0,1,0,0,6.1325,5.9981,50.7174,50.6861,0.0156,0.0012,0,0.0197,0.0013,47231.25
95,10:15:50:171,97,20,1,0,8,0,1,3,-36.517,-9.273,0.016,31208.675,-28097.667,0,2000,50,1799,50,6.1153,0,0,155,100,100,0,1,0,0,6.1153,5.9903,50.7174,50.6861,0.0154,0.0042,0,0.0191,0.0005,3912.5
96,10:15:50:263,92,20,1,0,8,0,1,3,-36.517,-9.273,0.016,31208.675,-28097.667,0,2000,50,1799,50,6.1075,0,0,155,100,100,0,1,0,0,6.1075,5.9903,50.7189,50.6861,0.0148,0.0002,0,0.0195,0.0005,3912.5
97,10:15:50:367,104,20,1,0,8,0,1,3,-36.517,-9.513,0,0,0,0,2000,50,1799,50,6.1028,0,0,155,100,100,0,1,0,0,6.1028,5.9997,50.7189,50.6861,0.0148,0.0002,0,0.0195,0.0005,3912.5
98,10:15:50:467,100,20,1,0,8,0,1,3,-36.517,-9.513,0,0,0,0,2000,50,1799,50,6.1075,0,0,155,100,100,0,1,0,0,6.1075,5.9981,50.7189,50.6861,0.0146,0.0043,0,0.0182,0.0009,3912.5
99,10:15:50:567,100,20,1,0,8,0,1,3,-36.517,-9.513,0,0,0,0,2000,50,1799,50,6.1012,0,0,155,100,100,0,1,0,0,6.1012,5.9887,50.7189,50.6861,0.0146,0.0043,0,0.0182,0.0009,3912.5
100,10:15:50:667,100,20,1,0,8,0,1,3,-36.517,-9.807,0.016,19129.227,-28097.667,0,2000,50,1799,50,6.1168,0,0,155,100,100,0,1,0,0,6.1168,5.9887,50.7189,50.6861,0.0148,0.0027,3912.5,0.0186,0.0009,0
101,10:15:50:767,100,20,1,0,8,0,1,3,-36.517,-9.807,0.016,19129.227,-28097.667,0,2000,50,1799,50,6.0965,0,0,155,100,100,0,1,0,0,6.0965,5.984,50.7189,50.6861,0.0152,0.0044,3912.5,0.0191,0.0018,3912.5
102,10:15:50:867,100,20,1,0,8,0,1,3,-36.517,-9.807,0.016,19129.227,-28097.667,0,2000,50,1799,50,6.1121,0,0,155,100,100,0,1,0,0,6.1121,5.9872,50.7189,50.6861,0.0152,0.0044,3912.5,0.0191,0.0018,3912.5
103,10:15:50:967,100,20,1,0,8,0,1,3,-36.224,-10,0.016,31208.675,-28097.667,0,2000,50,1799,144,6.0981,0,0,155,100,100,0,1,0,0,6.0981,5.9903,50.7189,50.6877,0.0152,0.0016,0,0.0185,0.0024,3912.5
104,10:15:51: 67,100,20,1,0,8,0,1,3,-36.224,-10,0.016,31208.675,-28097.667,0,2000,200,1799,144,6.1168,0,0,155,100,100,0,1,0,0,6.1168,5.9809,50.7174,50.6877,0.0152,0.0016,0,0.0185,0.0024,3912.5
105,10:15:51:157,90,20,1,0,8,0,1,3,-36.224,-10,0.016,31208.675,-28097.667,0,2000,200,1799,144,6.1059,0,0,155,100,100,0,1,0,0,6.1059,5.995,50.7174,50.6877,0.0152,0.0029,0,0.019,0.0003,3912.5
106,10:15:51:257,100,20,1,0,8,0,1,3,-36.224,-10,0.016,31208.675,-28097.667,0,2000,200,1799,144,6.12,0,0,155,100,100,0,1,0,0,6.12,5.9872,50.7174,50.6877,0.0152,0.0029,0,0.019,0.0003,3912.5
107,10:15:51:357,100,20,1,0,8,0,1,3,-35.157,-10,0,0,0,0,2000,200,1799,200,6.1028,0,0,155,100,100,0,1,0,0,6.1028,5.9981,50.7158,50.6877,0.0152,0.0051,0,0.0189,0.0012,3912.5
108,10:15:51:457,100,20,1,0,8,0,1,3,-35.157,-10,0,0,0,0,2000,200,1799,200,6.1075,0,0,155,100,100,0,1,0,0,6.1075,5.9934,50.7158,50.6877,0.0149,0.0049,0,0.0179,0.0003,3912.5
109,10:15:51:547,90,20,1,0,8,0,1,3,-35.157,-10,0,0,0,0,2000,200,1799,200,6.1278,0,0,155,100,100,0,1,0,0,6.1278,6.0731,50.7158,50.6877,0.0149,0.0049,0,0.0179,0.0003,3912.5
110,10:15:51:647,100,20,1,0,8,0,1,3,-33.877,-10,0,0,0,0,2000,200,1799,200,6.3496,0,0,155,100,100,0,1,0,0,6.3496,6.3434,50.7158,50.6877,0.0255,0.7297,0,0.0241,0.0474,0
111,10:15:51:747,100,20,1,0,8,0,1,3,-33.877,-10,0,0,0,2,2000,200,1799,200,7.1918,0,0,155,100,100,0,1,0,0,7.1918,6.9918,50.7158,50.6877,0.0255,0.7297,0,0.0241,0.0474,0
112,10:15:51:847,100,20,1,0,8,0,1,3,-33.877,-10,0,0,0,2,2000,200,1799,200,7.5418,0,0,155,100,100,0,1,0,0,7.5418,7.2949,50.7158,50.6877,0.0306,1.0474,0,0.0273,0.0821,0
113,10:15:51:947,100,20,1,0,8,0,1,3,-33.877,-10,0,0,0,2,2000,200,1799,200,8.0948,0,0,155,100,100,0,1,0,0,8.0948,7.8245,50.7158,50.6877,0.0306,1.0474,0,0.0273,0.0821,0
114,10:15:52: 43,96,20,1,0,8,0,1,3,-32.597,-10,0,0,0,2,2000,200,1799,200,8.3495,0,0,155,100,100,0,1,0,0,8.3495,8.1777,50.7158,50.6877,0.0302,0.8819,0,0.0261,0.0874,0
115,10:15:52:133,90,20,1,0,8,0,1,3,-32.597,-10,0,0,0,5,2000,200,1799,200,8.5808,0,0,155,100,100,0,1,0,0,8.5808,8.462,50.7158,50.6877,0.0346,0.6405,0,0.0332,0.0757,0
116,10:15:52:233,100,20,1,0,8,0,1,3,-32.597,-10,0,0,0,5,2000,200,1799,200,9.1588,0,0,155,100,100,0,1,0,0,9.1588,8.9276,50.7158,50.6861,0.0346,0.6405,0,0.0332,0.0757,0
117,10:15:52:330,97,20,1,0,8,0,1,3,-31.637,-10,-26396.057,31208.675,0.018,5,2000,200,1799,200,9.3635,0,0,155,100,100,0,1,0,0,9.3635,9.151,50.7158,50.6861,0.0374,0.4712,0,0.0342,0.0577,0
118,10:15:52:430,100,20,1,0,8,0,1,3,-31.637,-10,-26396.057,31208.675,0.018,6,2000,200,1799,200,9.5026,0,0,155,100,100,0,1,0,0,9.5026,9.5369,50.7158,50.6846,0.0374,0.4712,0,0.0342,0.0577,0
119,10:15:52:528,98,20,1,0,8,0,1,3,-31.637,-10,-26396.057,31208.675,0.018,6,2000,200,1799,200,9.5823,0,0,155,100,100,0,1,0,0,9.5823,9.6948,50.7158,50.6846,0.0365,0.4064,0,0.0324,0.0407,0
120,10:15:52:635,107,20,1,0,8,0,1,3,-31.637,-10,-26396.057,31208.675,0.018,6,2000,200,1799,200,9.8494,0,0,155,100,100,0,1,0,0,9.8494,9.8947,50.7158,50.6861,0.0345,0.3615,0,0.0305,0.0143,0
121,10:15:52:735,100,20,1,0,8,0,1,2.996,-30.357,-10,0,0,0,6,2000,200,1799,200,9.9682,0,0,155,100,100,0,1,0,0,9.9682,9.9151,50.7158,50.6861,0.0345,0.3615,0,0.0305,0.0143,0
122,10:15:52:835,100,20,1,0,8,0,1,2.996,-30.357,-10,0,0,0,7,2000,200,1799,200,10.1494,0,0,155,100,100,0,1,0,0,10.1494,9.9729,50.7158,50.6846,0.0329,0.2991,0,0.0262,0.0143,0
123,10:15:52:931,96,20,1,0,8,0,1,2.996,-30.357,-10,0,0,0,7,2000,200,1799,200,10.1666,0,0,155,100,100,0,1,0,0,10.1666,10.0619,50.7158,50.6861,0.0329,0.2991,0,0.0262,0.0143,0
124,10:15:53: 28,97,20,3,0,8,0,1,2.996,-30.357,-10,0,0,0,7,2000,200,1799,200,10.1275,0,0,155,100,100,0,1,0,0,10.1275,10.1041,50.7158,50.6877,0.0308,0.2722,0,0.0238,0.0188,0
125,10:15:53:128,100,20,3,0,8,0,1,2.996,-30.357,-10,0,0,0,7,2000,200,1799,200,10.0588,0,0,155,100,100,0,1,0,0,10.0588,10.09,50.7158,50.6892,0.0292,0.2162,0,0.0234,0.0155,0
126,10:15:53:228,100,20,3,0,8,0,1,2.556,-28.946,-10,0,0,0,7,2000,200,1799,200,10.0197,0,0,155,100,100,0,1,0,0,10.0197,10.0775,50.7158,50.6924,0.0292,0.2162,0,0.0234,0.0155,0
127,10:15:53:328,100,20,3,0,8,0,1,2.556,-28.946,-10,0,0,0,7,2000,200,1799,200,9.8994,0,0,155,100,100,0,1,0,0,9.8994,9.9697,50.7158,50.6955,0.0305,0.2269,50206.25,0.0245,0.0253,0
128,10:15:53:437,109,20,3,0,8,0,1,2.556,-28.946,-10,0,0,0,7,2000,200,1799,200,9.8776,0,0,155,100,100,0,1,0,0,9.8776,9.9057,50.7158,50.6955,0.0305,0.2269,50206.25,0.0245,0.0253,0
129,10:15:53:534,97,20,3,0,8,0,1,1.849,-28.155,-10,0,0,0,7,2000,200,1799,200,9.8307,0,0,155,100,100,0,1,0,0,9.8307,9.8057,50.7158,50.6971,0.0301,0.1833,50206.25,0.0236,0.026,0
130,10:15:53:635,101,20,3,0,8,0,1,1.849,-28.155,-10,0,0,0,7,2000,200,1799,200,9.7963,0,0,155,100,100,0,1,0,0,9.7963,9.7104,50.7158,50.6971,0.0311,0.0926,50206.25,0.0244,0.0374,0
131,10:15:53:735,100,20,3,0,8,0,1,1.849,-28.155,-10,0,0,0,7,2000,200,1799,200,9.6838,0,0,155,100,100,0,1,0,0,9.6838,9.5119,50.7158,50.6986,0.0311,0.0926,50206.25,0.0244,0.0374,0
132,10:15:53:835,100,20,3,0,8,0,1,1.849,-28.155,-10,0,0,0,7,2000,200,1799,200,9.5823,0,0,155,100,100,0,1,0,0,9.5823,9.401,50.7158,50.6986,0.031,0.4069,0,0.0237,0.0406,0
133,10:15:53:930,95,20,3,0,8,0,1,0.497,-27.558,-10,0,0,0,7,2000,200,1799,200,9.4807,0,0,155,100,100,0,1,0,0,9.4807,9.3026,50.7158,50.6986,0.031,0.4069,0,0.0237,0.0406,0
134,10:15:54: 29,99,20,3,0,8,0,1,0.497,-27.558,-10,0,0,0,6,2000,200,1799,200,9.1995,0,0,155,100,100,0,1,0,0,9.1995,9.1292,50.7158,50.6986,0.0294,0.5725,0,0.0236,0.0406,0
135,10:15:54:129,100,20,3,0,8,0,1,0.497,-27.558,-10,0,0,0,6,2000,200,1799,200,9.0229,0,0,155,100,100,0,1,0,0,9.0229,9.0198,50.7158,50.6986,0.0294,0.5725,0,0.0236,0.0406,0
136,10:15:54:229,100,20,3,0,8,0,1,-0.461,-27.517,-10,0.008,19129.227,0,6,2000,200,1799,200,8.7761,0,0,155,100,100,0,1,0,0,8.7761,8.7745,50.7158,50.6986,0.0297,0.7435,0,0.0233,0.0404,0
137,10:15:54:329,100,20,1,0,8,0,1,-0.461,-27.517,-10,0.008,19129.227,0,5,2000,200,1799,200,8.6886,0,0,155,100,100,0,1,0,0,8.6886,8.6464,50.7142,50.6971,0.0301,0.8574,0,0.0246,0.0395,0
138,10:15:54:437,108,20,1,0,8,0,1,-0.461,-27.517,-10,0.008,19129.227,0,5,2000,200,1799,200,8.6198,0,0,155,100,100,0,1,0,0,8.6198,8.4776,50.7142,50.6971,0.0301,0.8574,0,0.0246,0.0395,0
139,10:15:54:533,96,20,1,0,8,0,1,-0.461,-27.517,-10,0.008,19129.227,0,5,2000,200,1799,200,8.5886,0,0,155,100,100,0,1,0,0,8.5886,8.412,50.7142,50.6955,0.029,0.8518,0,0.0249,0.0367,0
140,10:15:54:626,93,20,1,0,8,0,1,-1.528,-27.517,-10,0,-37306.22,0,5,2000,200,1799,200,8.5714,0,0,155,100,100,0,1,0,0,8.5714,8.4089,50.7142,50.6955,0.029,0.8518,0,0.0249,0.0367,0
141,10:15:54:732,106,20,1,0,8,0,1,-1.528,-27.517,-10,0,-37306.22,0,5,2000,200,1799,200,8.4714,0,0,155,100,100,0,1,0,0,8.4714,8.4073,50.7142,50.6955,0.0299,0.8986,0,0.025,0.0356,0
142,10:15:54:832,100,20,1,0,8,0,1,-1.528,-27.517,-10,0,-37306.22,0,5,2000,200,1799,200,8.462,0,0,155,100,100,0,1,0,0,8.462,8.4292,50.7142,50.6939,0.0311,0.9003,0,0.0249,0.044,0
143,10:15:54:932,100,20,1,0,8,0,1,-2.701,-27.517,-10,0,0,0,5,2000,200,1799,200,8.4776,0,0,155,100,100,0,1,0,0,8.4776,8.4417,50.7142,50.6924,0.0311,0.9003,0,0.0249,0.044,0
144,10:15:55: 32,100,20,1,0,8,0,1,-2.701,-27.517,-10,0,0,0,5,2000,200,1799,200,8.4542,0,0,155,100,100,0,1,0,0,8.4542,8.3526,50.7142,50.6939,0.0291,0.847,0,0.0236,0.0453,0
145,10:15:55:130,98,20,1,0,8,0,1,-2.701,-27.517,-10,0,0,0,5,2000,200,1799,200,8.3792,0,0,155,100,100,0,1,0,0,8.3792,8.2136,50.7142,50.6939,0.0291,0.847,0,0.0236,0.0453,0
146,10:15:55:230,100,20,1,0,8,0,1,-3.661,-27.517,-10,0,37297.641,0,5,2000,200,1799,200,8.2948,0,0,155,100,100,0,1,0,0,8.2948,8.1823,50.7142,50.6924,0.0306,0.8764,0,0.0247,0.049,0
147,10:15:55:329,99,20,1,0,8,0,1,-3.661,-27.517,-10,0,37297.641,0,5,2000,200,1799,200,8.1855,0,0,155,100,100,0,1,0,0,8.1855,8.1714,50.7158,50.6924,0.0281,0.851,0,0.0252,0.0482,0
148,10:15:55:437,108,20,1,0,8,0,1,-3.661,-27.517,-10,0,37297.641,0,5,2000,200,1799,200,8.1714,0,0,155,100,100,0,1,0,0,8.1714,8.1808,50.7174,50.6924,0.0281,0.851,0,0.0252,0.0482,0
149,10:15:55:533,96,20,1,0,8,0,1,-4.728,-27.517,-10,0,0,0,4,2000,200,1799,200,8.2042,0,0,155,100,100,0,1,0,0,8.2042,8.0933,50.7174,50.6939,0.0299,0.8371,0,0.0269,0.0526,0
150,10:15:55:635,102,20,1,0,8,0,1,-4.728,-27.517,-10,0,0,0,4,2000,200,1799,200,8.2151,0,0,155,100,100,0,1,0,0,8.2151,8.0183,50.7174,50.6939,0.0299,0.8371,0,0.0269,0.0526,0
151,10:15:55:735,100,20,1,0,8,0,1,-4.728,-27.517,-10,0,0,0,4,2000,200,1799,200,8.0573,0,0,155,100,100,0,1,0,0,8.0573,7.887,50.7174,50.6939,0.0287,0.8194,0,0.0265,0.06,0
152,10:15:55:835,100,20,1,0,8,0,1,-4.728,-27.517,-10,0,0,0,4,2000,200,1799,200,7.9527,0,0,155,100,100,0,1,0,0,7.9527,7.8167,50.7174,50.6939,0.0282,0.8236,0,0.0267,0.0593,0
153,10:15:55:930,95,20,1,0,8,0,1,-4.728,-27.517,-10,0,0,0,4,2000,200,1799,200,7.8511,0,0,155,100,100,0,1,0,0,7.8511,7.7964,50.7174,50.6939,0.0282,0.8236,0,0.0267,0.0593,0
154,10:15:56: 22,92,20,1,0,8,0,1,-6.221,-27.517,-10,0.016,0,-28097.667,4,2000,200,1799,200,7.7324,0,0,155,100,100,0,1,0,0,7.7324,7.8027,50.7174,50.6939,0.0262,0.784,0,0.0259,0.0711,0
155,10:15:56:120,98,20,1,0,8,0,1,-6.221,-27.517,-10,0.016,0,-28097.667,4,2000,200,1799,200,7.7246,0,0,155,100,100,0,1,0,0,7.7246,7.7683,50.7158,50.6939,0.0262,0.784,0,0.0259,0.0711,0
156,10:15:56:220,100,20,1,0,8,0,1,-6.221,-27.517,-10,0.016,0,-28097.667,4,2000,200,1799,200,7.7496,0,0,155,100,100,0,1,0,0,7.7496,7.6042,50.7127,50.6939,0.0275,0.7578,0,0.0275,0.0591,0
157,10:15:56:302,82,20,1,0,8,0,1,-7.288,-27.517,-10,-26396.057,31208.675,19129.231,4,2000,200,1799,200,7.7152,0,0,155,100,100,0,1,0,0,7.7152,7.4871,50.7127,50.6939,0.0275,0.7578,0,0.0275,0.0591,0
158,10:15:56:400,98,20,1,0,8,0,1,-7.288,-27.517,-10,-26396.057,31208.675,19129.231,4,2000,200,1799,200,7.6761,0,0,155,100,100,0,1,0,0,7.6761,7.398,50.7127,50.6939,0.0254,0.7319,0,0.0284,0.0721,0
159,10:15:56:499,99,20,1,0,8,0,1,-7.288,-27.517,-10,-26396.057,31208.675,19129.231,4,2000,200,1799,200,7.4839,0,0,155,100,100,0,1,0,0,7.4839,7.3355,50.7096,50.6939,0.0254,0.7319,0,0.0284,0.0721,0
160,10:15:56:599,100,20,1,0,8,0,1,-7.288,-27.517,-10,-26396.057,31208.675,19129.231,4,2000,200,1799,200,7.3589,0,0,155,100,100,0,1,0,0,7.3589,7.3464,50.7096,50.6939,0.0252,0.6953,0,0.028,0.0777,0
161,10:15:56:697,98,20,1,0,8,0,1,-8.674,-27.517,-10,0,0,0,4,2000,200,1799,200,7.2465,0,0,155,100,100,0,1,0,0,7.2465,7.3777,50.708,50.6939,0.0235,0.6433,0,0.0295,0.0705,0
162,10:15:56:803,106,20,1,0,8,0,1,-8.674,-27.517,-10,0,0,0,3,2000,200,1799,200,7.2621,0,0,155,100,100,0,1,0,0,7.2621,7.3683,50.7064,50.6939,0.0235,0.6433,0,0.0295,0.0705,0
163,10:15:56:894,91,20,1,0,8,0,1,-8.674,-27.517,-10,0,0,0,3,2000,200,1799,200,7.3121,0,0,155,100,100,0,1,0,0,7.3121,7.223,50.7064,50.6939,0.023,0.626,0,0.0289,0.0754,0
164,10:15:56:994,100,20,1,0,8,0,1,-8.674,-27.517,-10,0,0,0,3,2000,200,1799,200,7.3183,0,0,155,100,100,0,1,0,0,7.3183,7.109,50.7064,50.6939,0.023,0.626,0,0.0289,0.0754,0
165,10:15:57: 90,96,20,1,0,8,0,1,-9.954,-27.517,-10,0.016,31208.675,-28097.667,3,2000,200,1799,200,7.2996,0,0,155,100,100,0,1,0,0,7.2996,7.0246,50.7064,50.6939,0.0222,0.5781,0,0.0287,0.0825,0
166,10:15:57:190,100,20,1,0,8,0,1,-9.954,-27.517,-10,0.016,31208.675,-28097.667,3,2000,200,1799,200,7.1511,0,0,155,100,100,0,1,0,0,7.1511,6.8621,50.7064,50.6939,0.0217,0.5578,0,0.0297,0.0881,0
167,10:15:57:299,109,20,1,0,8,0,1,-9.954,-27.517,-10,0.016,31208.675,-28097.667,3,2000,200,1799,200,6.9152,0,0,155,100,100,0,1,0,0,6.9152,6.8652,50.7064,50.6939,0.0217,0.5578,0,0.0297,0.0881,0
168,10:15:57:399,100,20,1,0,8,0,1,-9.954,-27.517,-10,0.016,31208.675,-28097.667,3,2000,200,1799,200,6.8418,0,0,155,100,100,0,1,0,0,6.8418,6.8746,50.7064,50.6939,0.0212,0.5214,0,0.0304,0.0785,0
169,10:15:57:499,100,20,1,0,8,0,1,-11.128,-27.517,-10,-26396.057,31208.675,0.018,3,2000,200,1799,200,6.7887,0,0,155,100,100,0,1,0,0,6.7887,6.8746,50.7064,50.6939,0.0212,0.5214,0,0.0304,0.0785,0
170,10:15:57:599,100,20,1,0,8,0,1,-11.128,-27.517,-10,-26396.057,31208.675,0.018,3,2000,200,1799,200,6.7121,0,0,155,100,100,0,1,0,0,6.7121,6.8684,50.7064,50.6939,0.0206,0.5044,0,0.0288,0.0742,0
171,10:15:57:696,97,20,1,0,8,0,1,-11.128,-27.517,-10,-26396.057,31208.675,0.018,3,2000,200,1799,200,6.7496,0,0,155,100,100,0,1,0,0,6.7496,6.8137,50.7064,50.6939,0.0199,0.4863,0,0.029,0.0774,0
172,10:15:57:803,107,20,1,0,8,0,1,-11.128,-27.517,-10,-26396.057,31208.675,0.018,3,2000,200,1799,200,6.7809,0,0,155,100,100,0,1,0,0,6.7809,6.6871,50.708,50.6939,0.0199,0.4863,0,0.029,0.0774,0
173,10:15:57:896,93,20,1,0,8,0,1,-12.408,-27.517,-10,0,0,0,2,2000,200,1799,200,6.7809,0,0,155,100,100,0,1,0,0,6.7809,6.5934,50.708,50.6939,0.02,0.4816,0,0.0297,0.0738,0
174,10:15:57:996,100,20,2,0,8,0,1,-12.408,-27.517,-10,0,0,0,2,2000,200,1799,200,6.7637,0,0,155,100,100,0,1,0,0,6.7637,6.4965,50.708,50.6939,0.02,0.4816,0,0.0297,0.0738,0
175,10:15:58: 96,100,20,2,0,8,0,1,-12.408,-27.517,-10,0,0,0,2,2000,200,1799,200,6.6574,0,0,155,100,100,0,1,0,0,6.6574,6.3715,50.708,50.6939,0.0192,0.4565,0,0.0291,0.0676,0
176,10:15:58:199,103,20,2,0,8,0,1,-13.685,-27.47,-10,0,0,0,2,2000,200,1799,200,6.584,0,0,155,100,100,0,1,0,0,6.584,6.3231,50.708,50.6924,0.0188,0.4509,0,0.0275,0.0637,0
177,10:15:58:289,90,20,2,0,8,0,1,-13.685,-27.47,-10,0,0,0,2,2000,200,1799,200,6.5215,0,0,155,100,100,0,1,0,0,6.5215,6.3824,50.7096,50.6939,0.0188,0.4509,0,0.0275,0.0637,0
178,10:15:58:383,94,20,2,0,8,0,1,-13.685,-27.47,-10,0,0,0,2,2000,200,1799,200,6.5168,0,0,155,100,100,0,1,0,0,6.5168,6.4215,50.7096,50.6939,0.0198,0.5223,0,0.0283,0.0626,0
179,10:15:58:473,90,20,2,0,8,0,1,-13.685,-27.47,-10,0,0,0,2,2000,200,1799,200,6.5231,0,0,155,100,100,0,1,0,0,6.5231,6.5965,50.708,50.6939,0.0198,0.5223,0,0.0283,0.0626,0
180,10:15:58:569,96,20,2,0,8,0,1,-14.818,-27.175,-10,0,0,0,2,2000,200,1799,200,6.5574,0,0,155,100,100,0,1,0,0,6.5574,6.6684,50.708,50.6939,0.02,0.578,0,0.0285,0.0697,0
181,10:15:58:667,98,20,2,0,8,0,1,-14.818,-27.175,-10,0,0,0,2,2000,200,1799,200,6.6637,0,0,155,100,100,0,1,0,0,6.6637,6.734,50.7096,50.6955,0.02,0.578,0,0.0285,0.0697,0
182,10:15:58:763,96,20,2,0,8,0,1,-14.818,-27.175,-10,0,0,0,2,2000,200,1799,200,6.848,0,0,155,100,100,0,1,0,0,6.848,6.8168,50.7096,50.6955,0.0207,0.6318,0,0.0283,0.0724,0
183,10:15:58:866,103,20,2,0,8,0,1,-14.818,-27.175,-10,0,0,0,2,2000,200,1799,200,6.9543,0,0,155,100,100,0,1,0,0,6.9543,6.8184,50.7096,50.6955,0.0215,0.6592,0,0.0287,0.0648,0
184,10:15:58:962,96,20,2,0,8,0,1,-15.938,-26.562,-10,31208.675,0,0.008,2,2000,200,1799,200,7.0699,0,0,155,100,100,0,1,0,0,7.0699,6.848,50.7096,50.6971,0.0215,0.6592,0,0.0287,0.0648,0
185,10:15:59: 53,91,20,2,0,8,0,1,-15.938,-26.562,-10,31208.675,0,0.008,3,2000,200,1799,200,7.109,0,0,155,100,100,0,1,0,0,7.109,6.8996,50.708,50.6955,0.0223,0.6642,0,0.0284,0.0647,0
186,10:15:59:150,97,20,2,0,8,0,1,-15.938,-26.562,-10,31208.675,0,0.008,3,2000,200,1799,200,7.148,0,0,155,100,100,0,1,0,0,7.148,6.9668,50.708,50.6971,0.0223,0.6642,0,0.0284,0.0647,0
187,10:15:59:249,99,20,2,0,8,0,1,-16.728,-25.849,-10,0,0,0,3,2000,200,1799,200,7.2371,0,0,155,100,100,0,1,0,0,7.2371,7.2308,50.7096,50.6955,0.0234,0.6709,0,0.029,0.0685,0
188,10:15:59:349,100,20,2,0,8,0,1,-16.728,-25.849,-10,0,0,0,3,2000,200,1799,200,7.348,0,0,155,100,100,0,1,0,0,7.348,7.3824,50.708,50.6955,0.0234,0.6709,0,0.029,0.0685,0
189,10:15:59:443,94,20,2,0,8,0,1,-16.728,-25.849,-10,0,0,0,3,2000,200,1799,200,7.5933,0,0,155,100,100,0,1,0,0,7.5933,7.6167,50.708,50.6924,0.0233,0.6509,0,0.0299,0.0785,0
190,10:15:59:543,100,20,2,0,8,0,1,-16.728,-25.849,-10,0,0,0,3,2000,200,1799,200,7.7167,0,0,155,100,100,0,1,0,0,7.7167,7.7277,50.708,50.6908,0.0252,0.589,0,0.0306,0.0757,0
191,10:15:59:640,97,20,2,0,8,0,1,-17.403,-24.891,-10,0.008,19129.227,19129.231,4,2000,200,1799,200,7.8745,0,0,155,100,100,0,1,0,0,7.8745,7.8324,50.708,50.6908,0.0252,0.589,0,0.0306,0.0757,0
192,10:15:59:749,109,20,1,0,8,0,1,-17.403,-24.891,-10,0.008,19129.227,19129.231,4,2000,200,1799,200,8.1636,0,0,155,100,100,0,1,0,0,8.1636,8.048,50.708,50.6892,0.0254,0.5022,0,0.0302,0.0717,0
193,10:15:59:849,100,20,1,0,8,0,1,-17.403,-24.891,-10,0.008,19129.227,19129.231,4,2000,200,1799,200,8.2464,0,0,155,100,100,0,1,0,0,8.2464,8.1245,50.708,50.6877,0.0254,0.5022,0,0.0302,0.0717,0
194,10:15:59:947,98,20,1,0,8,0,1,-17.403,-24.891,-10,0.008,19129.227,19129.231,4,2000,200,1799,200,8.2823,0,0,155,100,100,0,1,0,0,8.2823,8.1464,50.708,50.6846,0.026,0.3932,0,0.0301,0.0722,0
195,10:16: 0: 53,106,20,1,0,8,0,1,-17.989,-23.875,-10,0,0,0,5,2000,200,1799,200,8.2855,0,0,155,100,100,0,1,0,0,8.2855,8.1902,50.708,50.6846,0.026,0.3391,0,0.0312,0.068,0
196,10:16: 0:148,95,20,1,0,8,0,1,-17.989,-23.875,-10,0,0,0,5,2000,200,1799,200,8.2542,0,0,155,100,100,0,1,0,0,8.2542,8.2448,50.708,50.683,0.026,0.3391,0,0.0312,0.068,0
197,10:16: 0:248,100,20,1,0,8,0,1,-17.989,-23.875,-10,0,0,0,5,2000,200,1799,200,8.2808,0,0,155,100,100,0,1,0,0,8.2808,8.3026,50.708,50.683,0.0264,0.3061,0,0.0335,0.0727,0
198,10:16: 0:348,100,20,1,0,8,0,1,-18.629,-22.767,-10,0.008,19129.227,0,5,2000,200,1799,200,8.4105,0,0,155,100,100,0,1,0,0,8.4105,8.4261,50.708,50.683,0.0264,0.3061,0,0.0335,0.0727,0
199,10:16: 0:448,100,20,1,0,8,0,1,-18.629,-22.767,-10,0.008,19129.227,0,5,2000,200,1799,200,8.4604,0,0,155,100,100,0,1,0,0,8.4604,8.4089,50.708,50.683,0.0272,0.2537,0,0.0314,0.0725,0
200,10:16: 0:538,90,20,1,0,8,0,1,-18.629,-22.767,-10,0.008,19129.227,0,5,2000,200,1799,200,8.5229,0,0,155,100,100,0,1,0,0,8.5229,8.3917,50.708,50.683,0.027,0.2119,0,0.0309,0.0729,0
201,10:16: 0:632,94,20,1,0,8,0,1,-18.629,-22.767,-10,0.008,19129.227,0,5,2000,200,1799,200,8.5558,0,0,155,100,100,0,1,0,0,8.5558,8.4339,50.7096,50.683,0.027,0.2119,0,0.0309,0.0729,0
